"","HDI","e.finit.n","e.finit.s","e.grth.n","e.inov.n","e.inov.s","e.cinov.n","e.cinov.s","v.spoll.n","v.spoll.s","v.cfsus.n","v.cfsus.s","v.drop.n","v.drop.s"
"167",0.0274913,1.788,0.668,0.01868,0.01658,-0.02994,0.00801,3e-05,9.77,4.63,1.064,1.2368,0.00685,0.00345
"168",-0.0276428,0.284,2.66,0.0158,0.00446,-0.00366,0.00369,0.00793,3.85,1.11,1.0416,0.9088,0.00777,0.00303
"169",-0.0341588,0.18,0.324,0.00948,0.02402,0.01674,0.00759,0.00679,5.97,9.73,0.5632,0.6688,0.00165,0.00697
"170",0.0211484,3.564,2.428,0.01404,0.03746,-0.01386,0.00663,0.00477,1.25,5.97,1.2176,0.664,0.00473,0.00627
"171",0.00758004,2.516,0.228,0.03028,0.04454,0.0165,0.00497,0.00397,5.83,9.21,1.2848,0.5472,0.00223,0.00513
"172",-0.0336023,1.956,0.636,0.0398,0.00566,0.0267,0.00995,0.00605,9.73,1.17,0.872,1.0368,0.00621,1e-05
"173",0.0232154,0.964,3.492,0.03212,0.01178,0.00018,0.00719,0.00125,9.17,2.03,0.984,0.6064,0.00881,0.00361
"174",0.0114474,0.148,1.596,0.00596,0.03002,-0.0219,0.00741,0.00237,4.37,4.37,0.816,1.0432,0.00627,0.00685
"175",0.0374545,1.732,3.596,0.0274,0.04742,-0.00726,0.00129,0.00107,9.33,2.63,1.2544,0.904,0.00745,0.00771
"176",0.0387322,0.476,3.276,0.03804,0.03698,-0.00078,0.00057,0.00743,3.43,5.77,1.2704,0.7744,0.00195,0.00549
"177",0.0291717,2.644,2.54,0.02388,0.0275,0.02262,5e-05,0.00165,4.19,9.01,0.656,0.7696,0.00829,0.00269
"178",-0.0404352,3.412,0.532,0.01316,-0.00742,0.00222,0.00491,0.00929,7.79,2.09,1.1504,0.7616,0.00719,0.00107
"179",0.0395732,2.948,1.708,0.01476,0.02414,0.01938,0.00385,0.00059,5.35,8.75,0.6992,0.9104,0.00237,0.00655
"180",-0.159891,2.676,3.396,0.013,0.00158,-0.00222,0.00693,0.00573,6.97,0.63,0.9104,0.6512,0.00859,0.00071
"181",-0.101258,0.012,3.708,0.01268,0.0197,0.01362,0.00853,0.00885,9.29,5.51,0.952,0.8816,0.00101,0.00255
"182",-0.0023018,3.756,0.108,0.03308,0.03458,0.0015,0.00089,0.00159,9.35,4.75,0.9552,1.0048,3e-05,0.00597
"183",0.0258906,0.708,2.556,0.02268,0.02822,0.02598,0.00847,0.00937,3.53,8.23,0.9776,1.2928,0.00049,0.00335
"184",0.025131,0.572,3.076,0.00772,0.03038,0.00918,0.00641,0.00799,5.51,5.71,0.504,0.6864,0.00341,0.00147
"185",0.0206959,3.94,2.924,0.02956,0.01562,0.00666,0.00983,0.00903,2.97,7.33,0.592,1.1952,0.00123,0.00863
"186",0.0395647,2.292,1.908,0.03044,0.01754,0.0171,0.00401,0.00121,4.73,9.45,1.048,1.1536,0.00227,0.00903
"187",0.0416584,3.364,0.716,0.03572,0.0281,0.02454,0.00029,0.00123,0.29,7.43,0.7472,1.208,0.00511,0.00075
"188",-0.0985583,1.58,2.212,0.0194,-0.00946,-0.0135,0.00895,0.00313,4.57,7.23,0.7632,0.5744,0.00149,0.00635
"189",-0.0728704,1.684,0.3,0.00364,0.0329,-0.01314,1e-05,0.00719,2.89,0.81,0.5568,1.0016,0.00645,0.00711
"190",0.0039411,0.62,3.788,0.01028,-1e-04,0.00618,0.00281,0.00759,4.23,7.57,0.808,1.2288,0.00983,0.00893
"191",0.0427972,0.876,3.94,0.01676,0.04706,0.01986,0.00037,0.00087,3.41,9.77,1.168,0.808,0.00821,0.00365
"192",-0.0255049,2.572,0.812,0.01484,0.02126,-0.01866,0.00623,0.00253,1.83,2.07,0.568,0.8496,0.00271,0.00821
"193",0.0466113,3.516,2.188,0.03412,0.02462,0.0159,0.00477,0.00741,1.93,5.13,0.6384,0.7264,0.00807,0.00897
"194",0.0107382,1.636,1.252,0.0086,0.0431,-0.00906,0.00145,0.00519,9.49,9.25,0.7824,0.7472,0.00375,0.00097
"195",0.0283183,3.884,3.444,0.02708,0.04478,0.00138,0.00745,0.00919,8.65,8.89,1.2112,0.6304,0.00551,0.00625
"196",0.009505,0.164,2.364,0.00916,0.03374,-0.00774,0.00493,0.00279,2.59,1.45,1.1792,0.5296,0.00527,0.00153
"197",-0.00688259,3.14,2.388,0.02812,0.02858,-0.02826,0.00193,0.00339,0.87,3.95,0.68,0.9056,0.00613,0.00283
"198",0.0236459,0.452,1.7,0.03556,0.00842,0.01794,0.00831,0.00351,0.23,8.71,0.8048,1.2784,0.00749,0.00425
"199",0.00420073,2.78,1.732,0.0302,0.03962,-0.01926,0.00661,0.00581,3.59,7.41,0.7104,0.6112,0.00301,0.00323
"200",-0.0448732,3.012,2.204,0.01052,-0.00274,-0.01746,0.00257,0.00449,2.27,6.01,0.7968,0.632,0.00119,0.00555
"201",0.010876,3.388,3.412,0.02572,0.0341,-0.01818,0.00185,0.00863,0.51,2.17,0.912,0.8688,0.00173,0.00875
"202",-0.0048337,2.972,3.804,0.0094,0.04958,-0.02538,0.00517,0.00117,0.35,9.23,1.1088,1.248,0.00895,0.00923
"203",-0.0145304,3.468,0.132,0.00692,0.04046,-0.02046,0.00383,0.00855,0.95,6.75,1.1856,1.2,0.00581,0.00405
"204",0.0394007,0.324,3.1,0.02444,0.04634,0.02502,0.00595,0.00089,9.23,6.93,0.7344,1.072,0.00189,0.00397
"205",0.0181554,3.556,3.268,0.0118,0.0365,-0.02754,0.00781,0.00509,3.61,8.19,0.96,1.2496,0.00655,0.00577
"206",0.0201568,2.884,0.54,0.00788,0.03494,0.0111,0.00275,0.00967,7.37,9.17,0.7024,0.5184,0.00369,0.00483
"207",-0.0240447,2.284,0.22,0.03524,0.02894,-0.01146,0.00573,0.00947,5.07,8.17,0.8352,0.7872,0.00813,0.00747
"208",-0.00638802,0.628,2.996,0.01516,0.02666,-0.02886,0.00339,0.00311,9.53,6.41,1.1776,0.8192,0.00543,0.00127
"209",0.0296194,1.22,2.508,0.0254,0.01814,0.0225,0.00597,0.00335,1.39,2.71,0.7408,0.504,0.00559,0.00587
"210",0.0150831,3.932,1.844,0.01236,0.03206,-0.00606,0.00161,0.00589,7.11,0.73,0.9696,1.2016,0.00939,0.00121
"211",-0.0331943,3.604,3.916,0.01244,0.00026,-0.01626,0.00109,0.00547,1.05,2.39,1.2496,1.1408,0.00125,0.00591
"212",-0.0931264,1.508,1.292,0.0282,0.01358,-0.02526,0.00405,0.00901,4.03,8.05,0.9216,0.728,0.00359,0.00783
"213",-0.0914543,1.012,0.012,0.01604,0.04034,-0.01074,7e-05,0.00343,0.03,4.03,0.5792,0.5824,0.00377,0.00767
"214",0.0297216,0.492,0.516,0.0154,0.01646,0.02874,0.00941,0.00057,7.15,2.99,1.2256,0.8928,0.00649,0.00709
"215",-0.0727137,3.98,0.028,0.0038,0.00638,0.0213,0.00655,0.00199,5.73,4.53,0.6912,0.8416,0.00113,0.00573
"216",0.00650245,1.372,3.18,0.00028,0.0407,-9e-04,0.00861,0.00905,4.67,1.81,0.6928,0.6464,0.00259,0.00073
"217",-0.055701,0.996,2.484,0.0322,0.01766,-0.00522,0.00261,0.00599,6.25,2.25,0.712,1.1488,0.00349,0.00475
"218",-0.0646542,1.164,0.396,0.02316,0.00902,-0.01398,0.00581,0.00657,7.85,9.31,0.8,1.2112,0.00355,0.00061
"219",0.0177364,0.412,0.612,0.00188,0.04694,0.02334,0.00735,0.00555,3.37,0.91,0.616,0.7936,0.00629,0.00699
"220",0.0234309,3.972,2.06,0.02044,0.02306,0.02478,0.00407,0.00999,5.59,8.47,1.2208,1.0448,0.00187,0.00731
"221",0.0489357,2.092,1.276,0.0346,0.04154,0.0249,0.00867,0.00725,3.23,3.63,0.6944,1.2576,0.00269,0.00309
"222",0.00547773,3.78,0.452,0.01348,0.0023,0.01242,0.00925,0.00487,9.43,7.95,0.6256,1.1072,0.00705,0.00515
"223",-0.00833029,2.7,3.812,0.0018,0.00974,-0.01842,0.00437,0.00135,0.57,6.87,1.0448,0.8064,0.00459,0.00567
"224",0.0364342,0.948,1.116,0.0298,0.04502,-0.00486,0.00907,0.00421,6.73,4.69,1.1744,0.6352,0.00903,0.00637
"225",-0.00479995,1.892,1.324,0.0106,-0.00994,0.0093,0.00139,0.00819,7.99,3.39,1.1648,1.288,0.00725,0.00319
"226",-0.047533,2.812,2.332,0.01892,0.00818,-0.0267,0.00055,0.00485,5.43,5.57,0.7568,1.0464,0.00665,0.00857
"227",-0.0696387,2.964,1.164,0.00444,-0.00418,-0.0189,0.00553,0.00585,9.09,3.67,0.6096,0.704,0.00283,0.00353
"228",-0.0111328,1.116,0.788,0.02996,0.0011,-0.00114,0.00625,0.00385,7.87,8.55,0.6896,1.0992,0.00667,0.00467
"229",0.0145918,2.068,0.276,0.0218,0.0041,0.00726,0.00051,0.00069,8.17,1.09,1.2976,1.2416,0.00469,0.00083
"230",0.0300334,3.956,0.604,0.005,0.0305,0.02358,0.00955,0.00077,1.03,1.51,0.5216,1.136,0.00017,0.00407
"231",0.00676678,3.268,1.412,0.01924,0.01826,-0.01098,0.00875,0.00437,4.45,3.85,1.1248,0.6448,0.00751,0.00853
"232",-0.00445435,2.348,0.076,0.01596,0.01922,0.0135,0.00789,0.00881,8.33,1.79,1.0192,1.1344,0.00201,0.00299
"233",0.0198364,0.58,2.476,0.0126,0.0383,0.00054,0.00173,0.00105,9.75,1.35,0.9376,0.7328,0.00035,0.00819
"234",-0.0186725,2.356,0.124,0.00276,0.01022,0.01566,0.00905,0.00867,4.11,5.29,0.8032,0.7984,0.00935,0.00157
"235",0.0284673,1.556,1.204,0.03684,0.01742,0.01782,0.00467,0.00735,8.73,5.19,0.9296,0.7488,0.00447,0.00561
"236",0.0312754,1.876,1.58,0.03692,0.00686,0.02682,0.00651,0.00389,0.47,9.37,1.1008,1.0288,0.00037,0.00123
"237",-0.00606357,2.02,3.9,0.0358,-0.00262,0.02034,0.00409,0.00471,1.71,4.71,0.544,0.568,0.00887,0.00275
"238",-0.0602752,0.1,1.948,0.0074,0.04346,-0.00402,0.00367,0.00565,0.83,0.23,0.928,0.5728,0.00587,0.00473
"239",0.0136266,1.5,1.436,0.00764,0.03614,-0.0273,0.00319,0.00663,4.41,3.99,0.7776,1.2768,0.00357,0.00367
"240",-0.0109104,0.484,0.564,0.00516,2e-05,0.02394,0.00929,0.00825,0.53,1.47,0.992,1.0688,0.00733,0.00189
"241",-0.0390214,0.02,0.724,0.03188,0.02738,0.01218,0.00551,0.00685,1.75,0.53,0.6208,1.216,0.00065,0.00521
"242",-0.00853267,2.844,2.716,0.00268,0.02606,-0.02802,0.00303,0.00433,1.73,7.01,0.7168,0.616,0.00089,0.00921
"243",-0.0278857,1.532,1.196,0.03404,-0.0091,0.0081,0.00427,0.00367,1.21,7.81,0.752,1.1312,0.00893,0.00617
"244",0.0676995,2.876,0.796,0.03876,0.04226,-0.02982,0.00721,0.00015,4.49,2.01,0.7712,0.7408,0.00053,0.00867
"245",0.0288797,1.004,1.068,0.0082,0.03542,-0.00414,0.00961,0.00269,8.15,5.01,1.184,1.0832,0.00199,0.00485
"246",0.0270149,2.06,0.284,0.03484,0.01898,-0.02394,0.00753,0.00019,9.41,3.33,0.9808,1.2832,0.00071,0.00967
"247",0.0520179,2.716,3.732,0.03452,0.0209,0.0201,0.00865,0.00327,7.95,4.19,1.1728,0.992,0.00057,0.00215
"248",0.0123211,1.644,1.652,0.00668,0.04274,-0.02418,0.00969,0.00597,4.01,7.59,1.0096,0.9904,0.00673,0.00879
"249",-0.0249598,0.54,0.46,0.01396,0.01886,-0.02682,0.00607,0.00503,6.21,7.89,0.7792,1.0336,0.00727,0.00381
"250",0.0440848,3.876,3.828,0.02932,0.0299,0.00126,0.00913,0.00331,5.11,4.91,1.1632,0.9712,0.00339,0.00139
"251",-0.0481867,0.308,1.996,0.02004,0.00422,0.00882,0.00391,0.00955,4.79,2.65,0.72,0.5536,0.00741,0.00775
"252",-0.03581,0.66,1.628,0.02084,-0.00586,0.00702,0.00063,0.00849,7.07,4.13,0.9792,0.912,0.00499,0.00739
"253",-0.0970362,1.332,3.764,0.03988,0.00494,-0.0255,0.00659,0.00549,3.69,7.55,0.5168,0.8752,0.00219,0.00993
"254",0.0401949,3.236,1.74,0.02404,0.01838,0.01266,0.00017,0.00483,9.13,5.61,0.9344,0.6592,0.00295,0.00469
"255",0.0116757,0.7,1.108,0.02548,0.01106,0.00258,0.00963,0.00407,8.07,6.23,1.08,0.7536,9e-05,0.00355
"256",0.0472278,2.94,3.852,0.03388,0.0371,0.01974,0.00917,0.00583,7.01,9.63,1.0304,0.7856,0.00863,0.00267
"257",0.0250317,0.46,3.244,0.02164,0.01334,0.01158,0.00315,0.00157,7.83,2.83,0.8384,1.184,0.00539,0.00737
"258",0.0281022,2.42,3.548,0.01356,0.04118,-0.0201,0.00653,0.00259,3.25,2.75,1.2608,0.752,0.00323,0.00885
"259",0.0244379,0.108,2.796,0.0334,0.01274,0.01842,0.00237,0.00607,7.17,2.27,0.5376,0.7248,0.00969,0.00599
"260",-0.089668,1.916,2.956,0.0374,0.00134,-0.0225,0.00159,0.00649,2.99,5.21,1.0784,0.656,0.00291,0.00421
"261",0.0158021,3.628,2.852,0.01996,0.00362,0.01998,0.00475,0.00749,1.77,6.49,0.824,1.064,0.00411,0.00325
"262",-0.0616312,3.036,0.484,0.00452,0.00758,-0.01854,0.00507,0.00977,5.89,9.79,1.2912,1.0304,0.00941,0.00713
"263",-0.000608876,3.772,3.38,0.00172,0.01538,-0.01998,0.00823,0.00661,6.27,6.25,1.1296,0.9248,0.00385,0.00925
"264",-0.0768899,3.372,0.236,0.03124,-0.00298,0.01278,0.00787,0.00375,5.09,1.03,0.848,0.952,0.00023,0.00829
"265",0.00579631,1.428,1.364,0.02692,-0.0037,0.02298,0.00429,0.00733,9.01,8.61,1.1936,1.0592,0.00197,0.00517
"266",-0.0716456,3.172,2.492,0.0162,-0.00082,-0.01122,0.00045,0.00869,3.39,2.41,1.2048,0.8256,0.00937,0.00241
"267",-0.023271,1.212,0.164,0.0242,0.00698,-0.01506,0.00717,0.00171,6.67,2.29,1.2064,1.0544,0.00965,0.00045
"268",0.0176231,1.38,1.348,0.02116,0.02798,-0.00258,0.00125,0.00127,5.13,2.23,0.5056,0.5168,0.00755,0.00455
"269",-0.0247267,1.668,0.116,0.00684,0.03182,0.01626,0.00611,0.00345,5.49,3.69,0.8064,0.8016,0.00033,0.00237
"270",0.0124255,3.348,1.668,0.00236,0.00518,0.02514,0.00755,0.00979,7.63,3.13,0.6048,0.8208,0.00679,0.00183
"271",-0.00983847,2.244,0.74,0.03644,0.00302,0.01506,0.00243,0.00917,0.79,8.21,0.7488,0.5552,0.00083,0.00657
"272",-0.0779804,0.236,1.788,0.01196,0.0059,-0.02262,0.00771,0.00909,0.61,5.81,0.6512,0.8336,0.00061,0.00245
"273",0.0251535,3.084,2.468,0.0214,0.0437,0.01422,0.00613,0.00031,2.57,8.09,0.92,0.7072,0.00623,0.00435
"274",0.0176027,0.94,2.908,0.01124,0.02582,0.00798,0.00797,0.00197,8.71,8.01,0.7648,0.9696,0.00137,0.00103
"275",0.0109049,0.364,1.172,0.00724,0.04682,0.0087,0.00603,0.00229,3.45,2.95,0.5472,0.5312,0.00593,0.00059
"276",0.00186979,0.404,3.188,0.00084,0.03446,-0.00558,0.00747,0.00029,7.19,5.27,1.2896,0.9616,0.00729,0.00523
"277",0.0432272,1.364,1.428,0.03436,0.02966,0.02274,0.00147,0.00309,6.75,2.59,0.6976,1.032,0.00695,0.00069
"278",-0.0503353,2.188,2.612,0.01004,0.00602,0.00066,0.00583,0.00405,5.23,0.71,0.8736,0.9552,0.00639,0.00851
"279",-0.00819657,2.932,2.668,0.02892,-0.00454,-0.01242,0.00093,0.00943,9.67,1.19,0.7552,0.5952,0.00183,0.00963
"280",-0.0299961,1.588,0.204,0.03148,0.0443,-0.01062,9e-05,0.00995,4.53,0.77,1.2368,0.7152,0.00471,0.00569
"281",0.00820744,2.14,0.196,0.02684,0.02618,-0.00954,0.00287,0.00183,5.27,9.69,0.5584,0.6272,0.00465,0.00557
"282",0.00482905,1.796,0.308,0.00932,0.03986,-0.02022,0.00617,0.00647,2.55,4.81,0.8992,0.64,0.00779,0.00681
"283",-0.0815256,3.148,0.524,0.02436,-0.00142,-0.02658,0.00851,0.00277,8.29,9.33,0.9936,1.1504,0.00537,0.00969
"284",0.0350354,1.124,3.932,0.03052,0.03218,0.00534,0.00863,0.00835,8.05,4.85,1.0768,0.9216,0.00981,0.00861
"285",0.0446075,2.364,1.236,0.0234,0.04658,-0.00306,0.00795,0.00593,4.55,1.77,0.648,1.0608,0.00155,0.00803
"286",0.0318087,2.052,2.004,6e-04,0.00266,0.02226,0.00433,0.00145,4.85,0.67,0.7424,1.0976,0.00783,0.00535
"287",-0.0114211,1.94,2.86,0.02868,0.00278,0.00738,0.00777,0.00529,0.89,1.49,1.176,0.5792,0.00381,0.00995
"288",0.0306443,0.276,2.268,0.02396,0.03434,-0.00018,0.00971,0.00275,5.41,6.17,0.7808,0.7776,0.00321,0.00221
"289",0.0435077,3.108,1.764,0.03964,0.04862,-0.00594,0.00825,0.00571,2.41,9.47,1.0816,1.2272,0.00203,0.00401
"290",-0.0928115,1.9,3.084,0.03364,0.0119,0.0063,0.00511,0.00783,4.09,1.25,1.2784,0.6336,0.00517,0.00261
"291",0.024046,2.532,3.956,0.01884,0.04082,0.00234,0.00283,0.00913,7.67,6.31,0.5072,1.1552,5e-05,0.00375
"292",-0.0124277,0.756,3.972,0.0046,-0.00646,0.01026,0.00461,0.00651,0.65,5.07,0.7072,1.0672,0.00833,0.00253
"293",0.0256868,2.076,2.548,0.01932,0.01346,-0.00354,0.00469,0.00321,5.85,6.57,1.0608,0.8672,0.00191,0.00629
"294",0.0318548,3.22,1.42,0.0378,0.01502,0.01554,0.00723,0.00189,6.17,2.49,1.2464,1.2528,0.00823,0.00027
"295",-0.0907507,0.5,2.652,0.03276,-0.00514,0.00942,0.00915,0.00545,5.01,7.03,0.5616,0.544,0.00177,0.00369
"296",-0.109823,3.7,2.9,0.03932,0.00578,-0.02274,0.00973,0.00873,8.81,6.89,1,0.768,0.00831,0.00259
"297",0.0075658,2.156,3.74,0.00372,0.02366,0.00714,0.00731,0.00211,4.83,7.19,0.6336,1.088,0.00039,0.00937
"298",0.00340495,0.092,1.548,0.02876,0.02258,0.01854,0.00271,0.00619,7.47,1.59,1.1952,1.0128,0.00919,0.00171
"299",0.00414267,2.732,3.372,0.00036,0.04538,-0.0231,0.00077,0.00521,8.53,2.15,0.84,0.5072,0.00391,0.00805
"300",0.00404069,2.228,0.804,0.03476,0.03758,-0.01446,0.00225,0.00687,5.99,2.91,1.0512,0.5776,0.00151,0.00035
"301",0.00521146,3.004,3.236,0.00108,0.03362,0.00198,0.00389,0.00113,1.43,3.91,0.8368,0.584,0.00519,0.00749
"302",-0.0315933,1.108,1.796,0.01732,-0.00358,0.0255,0.00291,0.00377,7.29,0.93,0.6848,0.872,0.00509,0.00605
"303",-0.00147223,2.9,3.644,0.0026,0.02186,-0.0297,0.00149,0.00469,0.85,7.25,1.2016,1.2448,0.00567,0.00831
"304",0.0228725,2.036,2.22,0.01324,0.04418,0.01314,0.00633,0.00095,5.71,7.29,0.7728,0.6576,0.00313,0.00307
"305",0.0214017,0.428,1.492,0.02596,-0.00022,0.02406,0.00785,0.00363,1.07,4.49,1.224,1.272,0.00601,0.00619
"306",-0.0131726,3.788,1.044,0.0222,0.00794,-0.00138,0.00387,0.00837,1.15,2.81,0.6112,1.2544,0.00367,9e-05
"307",0.00927438,3.836,1.636,0.00148,0.00374,0.00894,0.00457,0.00655,9.97,1.33,1.1424,0.7392,0.00327,0.00707
"308",0.017275,2.956,2.34,0.00892,0.00506,0.00978,0.00505,0.00205,1.45,6.73,0.6768,0.8768,0.00603,0.00085
"309",-0.0264071,1.468,1.468,0.01852,0.00878,-0.0093,0.00097,0.00973,6.41,7.07,0.8016,1.1232,0.00869,0.00809
"310",0.00662615,0.124,3.356,0.02228,0.02114,0.02058,0.00791,0.00537,9.95,6.91,0.8224,0.8272,0.00763,0.00173
"311",0.00805678,0.444,2.396,0.00436,0.01058,0.00858,0.00965,0.00287,0.67,7.37,1.096,0.7904,0.00439,0.00931
"312",0.0282907,0.74,2.228,0.02652,0.04718,-0.0129,0.00909,0.00817,4.81,3.81,0.5712,1.2608,0.00865,0.00427
"313",0.0215029,1.412,1.756,0.02284,0.02006,-0.00846,0.00285,0.00223,8.13,5.43,0.8912,0.512,0.00279,0.00781
"314",-0.0108567,3.676,2.532,0.00556,0.03062,-0.02178,0.00375,0.00723,1.85,8.07,0.9632,1.0272,0.00401,0.00559
"315",-0.0289571,0.196,0.62,0.03092,0.0125,-0.0027,0.00365,0.00643,5.79,4.57,0.6592,1.128,0.00417,0.00823
"316",0.00352228,0.668,3.156,0.0022,-0.00526,-0.0063,0.00425,0.00129,1.35,8.37,0.536,0.8176,0.00257,0.00543
"317",0.0212422,1.524,1.604,0.01156,0.0491,-0.00642,0.00111,0.00877,6.51,9.97,1.0752,0.9008,0.00175,0.00563
"318",0.026461,2.556,1.812,0.02532,0.03866,-0.01362,0.00379,0.00623,0.93,2.85,1.1552,1.1664,0.00949,0.00297
"319",0.0245765,3.524,0.556,0.03756,0.02594,0.01194,0.00525,0.00541,3.99,5.89,0.632,1.2144,0.00793,0.00687
"320",-0.107895,2.012,0.412,0.03868,0.00626,-0.01266,0.00141,0.00933,6.07,4.97,0.5936,0.5232,0.00697,0.00705
"321",0.0193979,2.612,3.676,0.00924,0.02498,-0.01962,0.00503,0.00053,7.43,4.01,0.7216,1.1968,0.00711,0.00665
"322",0.0324801,1.724,3.428,0.02756,0.02726,0.02214,0.00899,0.00455,9.45,3.03,1.1184,1.2304,0.00811,0.00131
"323",-0.0211224,1.196,1.476,0.0306,0.00614,-0.01782,0.00239,0.00297,1.95,2.57,0.6656,0.5584,0.00393,0.00825
"324",0.0136397,2.204,1.516,0.01956,0.01478,-0.0117,0.00923,0.00305,4.39,8.87,1.248,0.6832,0.00571,0.00011
"325",0.0284959,0.788,0.348,0.02308,0.02042,0.01926,0.00473,0.00235,2.35,6.71,1.2576,0.856,0.00753,0.00117
"326",0.0240705,1.444,1.86,0.02476,0.04334,0.01398,0.00255,0.00513,0.59,2.55,0.7584,0.536,0.00311,0.00093
"327",0.00520565,3.324,1.508,4e-05,0.00242,0.00246,0.00107,0.00767,8.47,3.07,0.5488,0.9168,0.00413,0.00695
"328",0.00923952,0.06,2.116,0.03596,0.04142,0.00558,0.00297,0.00291,9.59,7.53,1.1824,1.1872,0.00905,0.00429
"329",0.0269512,1.988,1.612,0.02172,0.02642,-0.00534,0.00485,0.00043,8.61,9.57,1.0256,0.8512,0.00445,0.00547
"330",-0.0579289,2.772,2.804,0.0182,0.0017,-0.01794,0.00299,0.00953,6.91,0.49,0.5776,1.04,0.00211,0.00231
"331",-0.186534,0.268,0.092,0.0134,0.01034,-0.0033,0.00293,0.00615,5.55,0.11,0.5136,1.1632,0.00147,0.00733
"332",0.0229821,3.42,0.596,0.01788,0.0167,-0.00246,0.00957,0.00267,2.71,4.21,0.776,0.9568,0.00879,0.00501
"333",0.00584144,3.652,2.372,0.01428,-0.00706,-0.0207,0.00575,0.00021,2.33,3.65,0.5824,0.9472,0.00739,0.00907
